champion_id,countername,winrate,champ_id
마오카이,에코,52.43%,마오카이
마오카이,피들스틱,52.27%,마오카이
마오카이,릴리아,51.72%,마오카이
마오카이,비에고,51.48%,마오카이
마오카이,람머스,51.22%,마오카이
마오카이,그레이브즈,51.19%,마오카이
마오카이,샤코,50.98%,마오카이
마오카이,카서스,50.96%,마오카이
마오카이,다이애나,50.77%,마오카이
마오카이,자르반 4세,49.49%,마오카이
마오카이,렉사이,49.46%,마오카이
마오카이,누누와 윌럼프,49.30%,마오카이
마오카이,헤카림,48.32%,마오카이
마오카이,녹턴,47.83%,마오카이
마오카이,사일러스,47.43%,마오카이
마오카이,케인,46.72%,마오카이
마오카이,니코,45.95%,마오카이
마오카이,킨드레드,45.08%,마오카이
마오카이,뽀삐,44.83%,마오카이
마오카이,렝가,43.33%,마오카이
마오카이,우디르,39.02%,마오카이
마오카이,신 짜오,35.29%,마오카이
말자하,에코,62.50%,말자하
말자하,르블랑,61.76%,말자하
말자하,야스오,59.63%,말자하
말자하,이즈리얼,58.06%,말자하
말자하,라이즈,57.38%,말자하
말자하,블라디미르,55.68%,말자하
말자하,조이,55.56%,말자하
말자하,피즈,55.42%,말자하
말자하,카타리나,55.07%,말자하
말자하,아칼리,55.00%,말자하
말자하,스웨인,54.84%,말자하
말자하,리산드라,54.29%,말자하
말자하,사일러스,54.00%,말자하
말자하,요네,53.75%,말자하
말자하,럭스,53.03%,말자하
말자하,카시오페아,52.63%,말자하
말자하,키아나,52.38%,말자하
말자하,아리,52.17%,말자하
말자하,오리아나,52.00%,말자하
말자하,카사딘,50.00%,말자하
말자하,트위스티드 페이트,49.25%,말자하
말자하,애니,47.95%,말자하
말자하,베이가,47.89%,말자하
말자하,신드라,47.73%,말자하
말자하,아우렐리온 솔,47.30%,말자하
말자하,빅토르,47.00%,말자하
말자하,제드,45.45%,말자하
말자하,이렐리아,44.00%,말자하
말자하,제라스,43.48%,말자하
말자하,아크샨,43.40%,말자하
말자하,아지르,40.54%,말자하
말자하,탈론,39.47%,말자하
말자하,벡스,39.13%,말자하
말자하,니코,36.62%,말자하
말자하,애니비아,35.42%,말자하
말파이트,이렐리아,62.13%,말파이트
말파이트,퀸,61.22%,말파이트
말파이트,아트록스,60.67%,말파이트
말파이트,판테온,60.00%,말파이트
말파이트,트린다미어,59.72%,말파이트
말파이트,요릭,57.83%,말파이트
말파이트,요네,57.58%,말파이트
말파이트,워윅,57.14%,말파이트
말파이트,리븐,56.98%,말파이트
말파이트,케넨,55.81%,말파이트
말파이트,렝가,55.10%,말파이트
말파이트,제드,55.00%,말파이트
말파이트,바루스,54.48%,말파이트
말파이트,그라가스,54.31%,말파이트
말파이트,갱플랭크,54.02%,말파이트
말파이트,클레드,53.85%,말파이트
말파이트,블라디미르,53.85%,말파이트
말파이트,일라오이,53.49%,말파이트
말파이트,티모,53.41%,말파이트
말파이트,잭스,53.30%,말파이트
말파이트,럼블,52.78%,말파이트
말파이트,사이온,51.85%,말파이트
말파이트,가렌,51.81%,말파이트
말파이트,아칼리,51.52%,말파이트
말파이트,나서스,51.47%,말파이트
말파이트,제이스,51.20%,말파이트
말파이트,다리우스,50.68%,말파이트
말파이트,세트,50.37%,말파이트
말파이트,피오라,50.20%,말파이트
말파이트,케일,49.62%,말파이트
말파이트,올라프,48.84%,말파이트
말파이트,마오카이,48.72%,말파이트
말파이트,아이번,48.57%,말파이트
말파이트,초가스,48.28%,말파이트
말파이트,야스오,47.56%,말파이트
말파이트,뽀삐,47.37%,말파이트
말파이트,스웨인,47.22%,말파이트
말파이트,카시오페아,47.22%,말파이트
말파이트,렉사이,46.94%,말파이트
말파이트,크산테,46.92%,말파이트
말파이트,라이즈,46.88%,말파이트
말파이트,아크샨,46.58%,말파이트
말파이트,레넥톤,46.36%,말파이트
말파이트,쉔,46.09%,말파이트
말파이트,오른,45.89%,말파이트
말파이트,모데카이저,44.83%,말파이트
말파이트,볼리베어,44.83%,말파이트
말파이트,문도 박사,44.34%,말파이트
말파이트,카밀,44.34%,말파이트
말파이트,나르,44.12%,말파이트
말파이트,그웬,43.94%,말파이트
말파이트,우르곳,43.75%,말파이트
말파이트,탐 켄치,42.37%,말파이트
말파이트,사일러스,42.03%,말파이트
말파이트,신지드,40.43%,말파이트
말파이트,자크,39.58%,말파이트
모데카이저,요네,63.64%,모데카이저
모데카이저,우르곳,62.79%,모데카이저
모데카이저,럼블,60.00%,모데카이저
모데카이저,뽀삐,59.46%,모데카이저
모데카이저,크산테,57.23%,모데카이저
모데카이저,다리우스,56.90%,모데카이저
모데카이저,아트록스,56.68%,모데카이저
모데카이저,초가스,56.25%,모데카이저
모데카이저,오른,55.74%,모데카이저
모데카이저,사이온,55.71%,모데카이저
모데카이저,말파이트,55.17%,모데카이저
모데카이저,볼리베어,54.90%,모데카이저
모데카이저,문도 박사,54.72%,모데카이저
모데카이저,바루스,54.17%,모데카이저
모데카이저,신지드,53.33%,모데카이저
모데카이저,나르,53.19%,모데카이저
모데카이저,일라오이,51.98%,모데카이저
모데카이저,쉔,51.92%,모데카이저
모데카이저,가렌,51.77%,모데카이저
모데카이저,제이스,51.52%,모데카이저
모데카이저,세트,51.06%,모데카이저
모데카이저,이렐리아,50.00%,모데카이저
모데카이저,야스오,50.00%,모데카이저
모데카이저,트린다미어,50.00%,모데카이저
모데카이저,나서스,49.65%,모데카이저
모데카이저,요릭,49.37%,모데카이저
모데카이저,그라가스,49.21%,모데카이저
모데카이저,카밀,48.81%,모데카이저
모데카이저,판테온,48.44%,모데카이저
모데카이저,마오카이,48.39%,모데카이저
모데카이저,레넥톤,47.06%,모데카이저
모데카이저,탐 켄치,46.43%,모데카이저
모데카이저,잭스,46.07%,모데카이저
모데카이저,피오라,45.97%,모데카이저
모데카이저,갱플랭크,44.83%,모데카이저
모데카이저,티모,43.48%,모데카이저
모데카이저,리븐,43.02%,모데카이저
모데카이저,워윅,42.86%,모데카이저
모데카이저,자크,40.63%,모데카이저
모데카이저,클레드,40.00%,모데카이저
모데카이저,그웬,39.51%,모데카이저
모데카이저,올라프,36.43%,모데카이저
모데카이저,케일,35.90%,모데카이저
모르가나,자이라,58.06%,모르가나
모르가나,아무무,54.76%,모르가나
모르가나,질리언,54.29%,모르가나
모르가나,스웨인,52.94%,모르가나
모르가나,파이크,52.53%,모르가나
모르가나,레오나,51.96%,모르가나
모르가나,나미,50.59%,모르가나
모르가나,라칸,50.34%,모르가나
모르가나,브라움,50.00%,모르가나
모르가나,판테온,50.00%,모르가나
모르가나,쓰레쉬,49.38%,모르가나
모르가나,노틸러스,49.32%,모르가나
모르가나,룰루,47.73%,모르가나
모르가나,블리츠크랭크,47.47%,모르가나
모르가나,애쉬,47.17%,모르가나
모르가나,세나,47.01%,모르가나
모르가나,유미,45.87%,모르가나
모르가나,밀리오,44.64%,모르가나
모르가나,잔나,44.44%,모르가나
모르가나,알리스타,44.44%,모르가나
모르가나,소라카,44.12%,모르가나
모르가나,세라핀,43.48%,모르가나
모르가나,카르마,43.22%,모르가나
모르가나,럭스,40.83%,모르가나
모르가나,제라스,39.71%,모르가나
모르가나,소나,37.50%,모르가나
모르가나,렐,37.35%,모르가나
모르가나,니코,36.67%,모르가나
문도 박사,잭스,64.79%,문도 박사
문도 박사,그라가스,61.29%,문도 박사
문도 박사,제이스,58.82%,문도 박사
문도 박사,나르,58.33%,문도 박사
문도 박사,레넥톤,56.86%,문도 박사
문도 박사,말파이트,55.66%,문도 박사
문도 박사,사이온,54.12%,문도 박사
문도 박사,다리우스,53.85%,문도 박사
문도 박사,갱플랭크,53.19%,문도 박사
문도 박사,피오라,52.83%,문도 박사
문도 박사,오른,52.78%,문도 박사
문도 박사,케일,52.78%,문도 박사
문도 박사,크산테,52.00%,문도 박사
문도 박사,세트,50.00%,문도 박사
문도 박사,카밀,48.78%,문도 박사
문도 박사,초가스,48.57%,문도 박사
문도 박사,아트록스,48.28%,문도 박사
문도 박사,모데카이저,45.28%,문도 박사
문도 박사,요네,44.12%,문도 박사
문도 박사,일라오이,41.82%,문도 박사
문도 박사,그웬,41.27%,문도 박사
문도 박사,리븐,40.48%,문도 박사
문도 박사,이렐리아,40.00%,문도 박사
문도 박사,나서스,37.29%,문도 박사
문도 박사,바루스,36.67%,문도 박사
문도 박사,가렌,34.15%,문도 박사
미스 포츈,바루스,60.49%,미스 포츈
미스 포츈,칼리스타,58.23%,미스 포츈
미스 포츈,베인,58.06%,미스 포츈
미스 포츈,루시안,55.20%,미스 포츈
미스 포츈,징크스,55.10%,미스 포츈
미스 포츈,코그모,55.02%,미스 포츈
미스 포츈,트리스타나,54.10%,미스 포츈
미스 포츈,드레이븐,53.16%,미스 포츈
미스 포츈,아펠리오스,52.86%,미스 포츈
미스 포츈,사미라,52.58%,미스 포츈
미스 포츈,세라핀,52.38%,미스 포츈
미스 포츈,제리,52.31%,미스 포츈
미스 포츈,카이사,51.78%,미스 포츈
미스 포츈,시비르,50.78%,미스 포츈
미스 포츈,닐라,50.46%,미스 포츈
미스 포츈,이즈리얼,50.24%,미스 포츈
미스 포츈,트위치,49.43%,미스 포츈
미스 포츈,케이틀린,49.09%,미스 포츈
미스 포츈,자야,48.04%,미스 포츈
미스 포츈,진,48.03%,미스 포츈
미스 포츈,애쉬,47.54%,미스 포츈
미스 포츈,카서스,44.93%,미스 포츈
미스 포츈,야스오,42.86%,미스 포츈
밀리오,세라핀,58.37%,밀리오
밀리오,브랜드,57.03%,밀리오
밀리오,애쉬,56.80%,밀리오
밀리오,레나타 글라스크,56.38%,밀리오
밀리오,판테온,55.84%,밀리오
밀리오,모르가나,55.36%,밀리오
밀리오,마오카이,54.67%,밀리오
밀리오,질리언,54.00%,밀리오
밀리오,룰루,53.22%,밀리오
밀리오,유미,53.19%,밀리오
밀리오,샤코,52.75%,밀리오
밀리오,나미,52.27%,밀리오
밀리오,스웨인,52.23%,밀리오
밀리오,레오나,52.00%,밀리오
밀리오,벨코즈,50.78%,밀리오
밀리오,브라움,50.70%,밀리오
밀리오,하이머딩거,50.00%,밀리오
밀리오,카르마,49.85%,밀리오
밀리오,라칸,49.73%,밀리오
밀리오,아무무,49.32%,밀리오
밀리오,자크,49.09%,밀리오
밀리오,애니,49.06%,밀리오
밀리오,니코,48.82%,밀리오
밀리오,알리스타,48.21%,밀리오
밀리오,파이크,48.15%,밀리오
밀리오,세나,48.05%,밀리오
밀리오,아이번,48.00%,밀리오
밀리오,쓰레쉬,47.60%,밀리오
밀리오,소라카,47.59%,밀리오
밀리오,럭스,47.49%,밀리오
밀리오,제라스,47.03%,밀리오
밀리오,트위치,46.94%,밀리오
밀리오,소나,46.30%,밀리오
밀리오,잔나,46.07%,밀리오
밀리오,노틸러스,45.20%,밀리오
밀리오,타릭,44.71%,밀리오
밀리오,바드,44.67%,밀리오
밀리오,블리츠크랭크,43.06%,밀리오
밀리오,자이라,41.41%,밀리오
밀리오,렐,41.21%,밀리오
밀리오,피들스틱,36.71%,밀리오
바드,질리언,71.88%,바드
바드,세라핀,64.86%,바드
바드,룰루,63.29%,바드
바드,자이라,58.33%,바드
바드,럭스,56.00%,바드
바드,제라스,55.93%,바드
바드,밀리오,55.33%,바드
바드,블리츠크랭크,54.05%,바드
바드,유미,53.96%,바드
바드,애쉬,53.66%,바드
바드,나미,52.38%,바드
바드,잔나,51.28%,바드
바드,소나,50.91%,바드
바드,노틸러스,49.66%,바드
바드,알리스타,48.84%,바드
바드,소라카,48.75%,바드
바드,파이크,48.60%,바드
바드,쓰레쉬,48.44%,바드
바드,니코,46.88%,바드
바드,카르마,46.81%,바드
바드,세나,45.45%,바드
바드,레오나,44.78%,바드
바드,브랜드,43.75%,바드
바드,라칸,43.41%,바드
바드,렐,39.34%,바드
바루스,칼리스타,54.17%,바루스
바루스,제리,53.62%,바루스
바루스,징크스,53.09%,바루스
바루스,루시안,53.06%,바루스
바루스,아펠리오스,52.74%,바루스
바루스,닐라,52.17%,바루스
바루스,코그모,52.07%,바루스
바루스,애쉬,51.61%,바루스
바루스,자야,51.02%,바루스
바루스,케이틀린,50.59%,바루스
바루스,트위치,48.91%,바루스
바루스,진,48.82%,바루스
바루스,카이사,48.70%,바루스
바루스,베인,48.45%,바루스
바루스,사미라,48.40%,바루스
바루스,트리스타나,47.62%,바루스
바루스,이즈리얼,47.49%,바루스
바루스,드레이븐,46.88%,바루스
바루스,시비르,42.59%,바루스
바루스,미스 포츈,39.51%,바루스
바이,워윅,60.47%,바이
바이,자크,59.20%,바이
바이,엘리스,56.25%,바이
바이,에코,55.56%,바이
바이,헤카림,54.24%,바이
바이,럼블,53.33%,바이
바이,자르반 4세,52.94%,바이
바이,니달리,52.27%,바이
바이,아이번,52.10%,바이
바이,리 신,52.06%,바이
바이,뽀삐,52.00%,바이
바이,다이애나,51.85%,바이
바이,트런들,51.61%,바이
바이,비에고,51.38%,바이
바이,샤코,51.26%,바이
바이,피들스틱,51.06%,바이
바이,이블린,50.86%,바이
바이,릴리아,50.63%,바이
바이,녹턴,50.00%,바이
바이,세주아니,50.00%,바이
바이,킨드레드,49.64%,바이
바이,렝가,49.28%,바이
바이,카서스,49.21%,바이
바이,아무무,48.94%,바이
바이,그레이브즈,48.42%,바이
바이,케인,48.09%,바이
바이,신 짜오,48.08%,바이
바이,오공,47.66%,바이
바이,그라가스,47.54%,바이
바이,탈론,47.50%,바이
바이,카직스,47.04%,바이
바이,벨베스,46.24%,바이
바이,마스터 이,46.11%,바이
바이,렉사이,43.50%,바이
바이,우디르,42.31%,바이
바이,사일러스,42.02%,바이
바이,람머스,41.46%,바이
바이,누누와 윌럼프,40.85%,바이
바이,마오카이,40.15%,바이
바이,니코,38.10%,바이
베이가,트위스티드 페이트,60.66%,베이가
베이가,라이즈,58.33%,베이가
베이가,조이,58.33%,베이가
베이가,이렐리아,57.14%,베이가
베이가,이즈리얼,55.88%,베이가
베이가,아우렐리온 솔,55.07%,베이가
베이가,카사딘,54.76%,베이가
베이가,벡스,53.85%,베이가
베이가,애니비아,53.70%,베이가
베이가,키아나,53.49%,베이가
베이가,리산드라,53.23%,베이가
베이가,사일러스,53.16%,베이가
베이가,오리아나,52.38%,베이가
베이가,말자하,52.11%,베이가
베이가,아크샨,51.72%,베이가
베이가,야스오,51.47%,베이가
베이가,니코,51.25%,베이가
베이가,아칼리,50.00%,베이가
베이가,탈론,49.02%,베이가
베이가,카타리나,48.67%,베이가
베이가,제라스,47.83%,베이가
베이가,피즈,47.73%,베이가
베이가,아지르,47.73%,베이가
베이가,럭스,47.14%,베이가
베이가,아리,47.08%,베이가
베이가,요네,46.48%,베이가
베이가,르블랑,46.15%,베이가
베이가,카시오페아,46.15%,베이가
베이가,판테온,46.15%,베이가
베이가,빅토르,45.54%,베이가
베이가,애니,43.59%,베이가
베이가,에코,43.24%,베이가
베이가,신드라,40.19%,베이가
베이가,제드,39.60%,베이가
베이가,블라디미르,39.44%,베이가
베인,코그모,61.04%,베인
베인,징크스,59.04%,베인
베인,칼리스타,53.66%,베인
베인,닐라,51.67%,베인
베인,바루스,51.55%,베인
베인,이즈리얼,50.94%,베인
베인,루시안,50.76%,베인
베인,진,50.73%,베인
베인,케이틀린,50.00%,베인
베인,드레이븐,49.25%,베인
베인,트리스타나,49.23%,베인
베인,카이사,48.31%,베인
베인,제리,47.27%,베인
베인,애쉬,46.11%,베인
베인,자야,45.77%,베인
베인,사미라,43.72%,베인
베인,아펠리오스,43.27%,베인
베인,미스 포츈,41.94%,베인
베인,시비르,41.58%,베인
베인,트위치,36.72%,베인
벡스,아지르,61.36%,벡스
벡스,말자하,60.87%,벡스
벡스,트위스티드 페이트,60.61%,벡스
벡스,이렐리아,60.29%,벡스
벡스,르블랑,58.97%,벡스
벡스,신드라,58.33%,벡스
벡스,사일러스,58.33%,벡스
벡스,아우렐리온 솔,57.89%,벡스
벡스,오리아나,57.14%,벡스
벡스,라이즈,56.00%,벡스
벡스,럭스,55.26%,벡스
벡스,제라스,53.33%,벡스
벡스,제드,52.59%,벡스
벡스,야스오,52.20%,벡스
벡스,이즈리얼,51.28%,벡스
벡스,아리,50.90%,벡스
벡스,아칼리,50.59%,벡스
벡스,요네,50.53%,벡스
벡스,아크샨,50.00%,벡스
벡스,리산드라,50.00%,벡스
벡스,판테온,50.00%,벡스
벡스,애니,49.02%,벡스
벡스,키아나,48.94%,벡스
벡스,에코,47.83%,벡스
벡스,탈론,47.13%,벡스
벡스,카타리나,46.61%,벡스
벡스,니코,46.55%,벡스
벡스,베이가,46.15%,벡스
벡스,카시오페아,42.86%,벡스
벡스,조이,42.86%,벡스
벡스,빅토르,42.53%,벡스
벡스,피즈,40.58%,벡스
벡스,블라디미르,40.00%,벡스
벨베스,세주아니,62.50%,벨베스
벨베스,다이애나,61.70%,벨베스
벨베스,비에고,61.65%,벨베스
벨베스,자크,60.00%,벨베스
벨베스,우디르,58.70%,벨베스
벨베스,그라가스,58.54%,벨베스
벨베스,엘리스,58.18%,벨베스
벨베스,누누와 윌럼프,56.86%,벨베스
벨베스,자르반 4세,56.34%,벨베스
벨베스,오공,56.00%,벨베스
벨베스,리 신,54.73%,벨베스
벨베스,바이,53.76%,벨베스
벨베스,샤코,53.52%,벨베스
벨베스,피들스틱,52.73%,벨베스
벨베스,니달리,52.00%,벨베스
벨베스,카서스,52.00%,벨베스
벨베스,헤카림,51.56%,벨베스
벨베스,케인,50.00%,벨베스
벨베스,아이번,48.15%,벨베스
벨베스,에코,47.67%,벨베스
벨베스,카직스,46.94%,벨베스
벨베스,그레이브즈,46.45%,벨베스
벨베스,이블린,46.34%,벨베스
벨베스,렝가,45.95%,벨베스
벨베스,사일러스,45.76%,벨베스
벨베스,마스터 이,44.32%,벨베스
벨베스,렉사이,43.48%,벨베스
벨베스,마오카이,43.48%,벨베스
벨베스,릴리아,42.11%,벨베스
벨베스,킨드레드,41.92%,벨베스
벨베스,녹턴,39.68%,벨베스
벨베스,람머스,37.50%,벨베스
벨베스,신 짜오,37.50%,벨베스
벨코즈,나미,63.16%,벨코즈
벨코즈,룰루,59.21%,벨코즈
벨코즈,블리츠크랭크,57.89%,벨코즈
벨코즈,유미,56.25%,벨코즈
벨코즈,제라스,55.81%,벨코즈
벨코즈,라칸,51.61%,벨코즈
벨코즈,렐,51.28%,벨코즈
벨코즈,파이크,51.11%,벨코즈
벨코즈,세나,50.91%,벨코즈
벨코즈,쓰레쉬,50.39%,벨코즈
벨코즈,소라카,50.00%,벨코즈
벨코즈,밀리오,49.22%,벨코즈
벨코즈,럭스,48.15%,벨코즈
벨코즈,카르마,45.24%,벨코즈
벨코즈,노틸러스,44.16%,벨코즈
벨코즈,잔나,31.91%,벨코즈
볼리베어,카밀,62.50%,볼리베어
볼리베어,아트록스,57.53%,볼리베어
볼리베어,레넥톤,56.60%,볼리베어
볼리베어,일라오이,55.81%,볼리베어
볼리베어,말파이트,55.17%,볼리베어
볼리베어,바루스,54.84%,볼리베어
볼리베어,다리우스,53.33%,볼리베어
볼리베어,쉔,53.33%,볼리베어
볼리베어,그라가스,51.61%,볼리베어
볼리베어,피오라,50.00%,볼리베어
볼리베어,케일,50.00%,볼리베어
볼리베어,크산테,47.89%,볼리베어
볼리베어,세트,46.94%,볼리베어
볼리베어,리븐,46.51%,볼리베어
볼리베어,오른,46.38%,볼리베어
볼리베어,나서스,46.03%,볼리베어
볼리베어,이렐리아,45.71%,볼리베어
볼리베어,모데카이저,45.10%,볼리베어
볼리베어,사이온,44.44%,볼리베어
볼리베어,잭스,44.23%,볼리베어
볼리베어,가렌,43.14%,볼리베어
볼리베어,요네,41.94%,볼리베어
브라움,유미,64.86%,브라움
브라움,제라스,55.88%,브라움
브라움,룰루,54.17%,브라움
브라움,소나,53.33%,브라움
브라움,파이크,53.06%,브라움
브라움,나미,52.17%,브라움
브라움,블리츠크랭크,51.57%,브라움
브라움,세나,50.88%,브라움
브라움,소라카,50.00%,브라움
브라움,모르가나,50.00%,브라움
브라움,밀리오,49.30%,브라움
브라움,쓰레쉬,49.15%,브라움
브라움,노틸러스,48.83%,브라움
브라움,럭스,47.73%,브라움
브라움,아무무,45.71%,브라움
브라움,라칸,42.62%,브라움
브라움,잔나,42.19%,브라움
브라움,렐,39.58%,브라움
브라움,카르마,39.47%,브라움
브라움,레오나,38.30%,브라움
브라움,알리스타,33.96%,브라움
브랜드,나미,60.87%,브랜드
브랜드,렐,56.41%,브랜드
브랜드,바드,56.25%,브랜드
브랜드,애쉬,55.88%,브랜드
브랜드,소나,54.84%,브랜드
브랜드,유미,52.44%,브랜드
브랜드,쓰레쉬,51.75%,브랜드
브랜드,소라카,50.98%,브랜드
브랜드,세나,50.00%,브랜드
브랜드,카르마,47.27%,브랜드
브랜드,럭스,47.22%,브랜드
브랜드,블리츠크랭크,46.48%,브랜드
브랜드,룰루,46.25%,브랜드
브랜드,밀리오,42.97%,브랜드
브랜드,제라스,42.22%,브랜드
브랜드,노틸러스,41.00%,브랜드
브랜드,잔나,39.13%,브랜드
브랜드,라칸,38.98%,브랜드
브랜드,레오나,34.38%,브랜드
브랜드,파이크,29.55%,브랜드
블라디미르,이렐리아,67.69%,블라디미르
블라디미르,이즈리얼,63.27%,블라디미르
블라디미르,베이가,60.56%,블라디미르
블라디미르,벡스,60.00%,블라디미르
블라디미르,스웨인,60.00%,블라디미르
블라디미르,야스오,59.22%,블라디미르
블라디미르,에코,57.78%,블라디미르
블라디미르,르블랑,56.84%,블라디미르
블라디미르,갈리오,54.29%,블라디미르
블라디미르,라이즈,54.22%,블라디미르
블라디미르,카타리나,53.25%,블라디미르
블라디미르,아리,52.68%,블라디미르
블라디미르,피즈,52.17%,블라디미르
블라디미르,조이,51.85%,블라디미르
블라디미르,아지르,51.56%,블라디미르
블라디미르,아우렐리온 솔,50.65%,블라디미르
블라디미르,탈론,50.63%,블라디미르
블라디미르,요네,50.51%,블라디미르
블라디미르,빅토르,50.43%,블라디미르
블라디미르,오리아나,50.00%,블라디미르
블라디미르,카사딘,50.00%,블라디미르
블라디미르,트위스티드 페이트,48.57%,블라디미르
블라디미르,판테온,47.83%,블라디미르
블라디미르,카시오페아,46.81%,블라디미르
블라디미르,애니,46.32%,블라디미르
블라디미르,사일러스,46.15%,블라디미르
블라디미르,아칼리,45.26%,블라디미르
블라디미르,제드,44.57%,블라디미르
블라디미르,니코,44.44%,블라디미르
블라디미르,말자하,44.32%,블라디미르
블라디미르,아크샨,44.26%,블라디미르
블라디미르,리산드라,43.08%,블라디미르
블라디미르,키아나,40.68%,블라디미르
블라디미르,애니비아,40.38%,블라디미르
블라디미르,신드라,38.78%,블라디미르
블라디미르,럭스,38.71%,블라디미르
블리츠크랭크,판테온,57.75%,블리츠크랭크
블리츠크랭크,유미,57.61%,블리츠크랭크
블리츠크랭크,샤코,57.50%,블리츠크랭크
블리츠크랭크,럭스,57.20%,블리츠크랭크
블리츠크랭크,애쉬,57.14%,블리츠크랭크
블리츠크랭크,밀리오,56.94%,블리츠크랭크
블리츠크랭크,자이라,56.38%,블리츠크랭크
블리츠크랭크,파이크,56.24%,블리츠크랭크
블리츠크랭크,룰루,55.41%,블리츠크랭크
블리츠크랭크,소라카,54.81%,블리츠크랭크
블리츠크랭크,카르마,54.37%,블리츠크랭크
블리츠크랭크,노틸러스,54.21%,블리츠크랭크
블리츠크랭크,나미,53.87%,블리츠크랭크
블리츠크랭크,애니,53.85%,블리츠크랭크
블리츠크랭크,제라스,53.58%,블리츠크랭크
블리츠크랭크,세라핀,53.54%,블리츠크랭크
블리츠크랭크,브랜드,53.52%,블리츠크랭크
블리츠크랭크,자크,53.33%,블리츠크랭크
블리츠크랭크,모르가나,52.53%,블리츠크랭크
블리츠크랭크,쓰레쉬,52.17%,블리츠크랭크
블리츠크랭크,세나,51.63%,블리츠크랭크
블리츠크랭크,스웨인,50.00%,블리츠크랭크
블리츠크랭크,타릭,50.00%,블리츠크랭크
블리츠크랭크,라칸,49.89%,블리츠크랭크
블리츠크랭크,브라움,48.43%,블리츠크랭크
블리츠크랭크,레오나,47.81%,블리츠크랭크
블리츠크랭크,레나타 글라스크,47.76%,블리츠크랭크
블리츠크랭크,니코,47.37%,블리츠크랭크
블리츠크랭크,알리스타,47.30%,블리츠크랭크
블리츠크랭크,소나,46.21%,블리츠크랭크
블리츠크랭크,바드,45.95%,블리츠크랭크
블리츠크랭크,아무무,45.71%,블리츠크랭크
블리츠크랭크,하이머딩거,44.05%,블리츠크랭크
블리츠크랭크,마오카이,43.94%,블리츠크랭크
블리츠크랭크,잔나,43.17%,블리츠크랭크
블리츠크랭크,벨코즈,42.11%,블리츠크랭크
블리츠크랭크,질리언,41.84%,블리츠크랭크
블리츠크랭크,렐,41.56%,블리츠크랭크
비에고,신 짜오,61.84%,비에고
비에고,쉬바나,58.33%,비에고
비에고,다이애나,57.27%,비에고
비에고,니코,56.00%,비에고
비에고,우디르,55.13%,비에고
비에고,리 신,55.04%,비에고
비에고,뽀삐,53.52%,비에고
비에고,워윅,52.46%,비에고
비에고,엘리스,52.21%,비에고
비에고,오공,51.30%,비에고
비에고,샤코,51.27%,비에고
비에고,카직스,51.24%,비에고
비에고,에코,50.98%,비에고
비에고,자르반 4세,50.94%,비에고
비에고,럼블,50.82%,비에고
비에고,피들스틱,50.76%,비에고
비에고,케인,50.19%,비에고
비에고,세주아니,49.51%,비에고
비에고,바이,48.62%,비에고
비에고,마오카이,48.52%,비에고
비에고,마스터 이,47.85%,비에고
비에고,헤카림,47.64%,비에고
비에고,녹턴,47.62%,비에고
비에고,사일러스,46.97%,비에고
비에고,그라가스,46.77%,비에고
비에고,자크,46.58%,비에고
비에고,그레이브즈,46.45%,비에고
비에고,아무무,46.32%,비에고
비에고,렝가,45.77%,비에고
비에고,카서스,44.94%,비에고
비에고,누누와 윌럼프,44.36%,비에고
비에고,릴리아,43.59%,비에고
비에고,킨드레드,43.00%,비에고
비에고,람머스,41.67%,비에고
비에고,렉사이,41.61%,비에고
비에고,탈론,41.51%,비에고
비에고,니달리,39.72%,비에고
비에고,이블린,38.60%,비에고
비에고,아이번,38.59%,비에고
비에고,벨베스,38.35%,비에고
빅토르,직스,59.46%,빅토르
빅토르,스웨인,58.33%,빅토르
빅토르,벡스,57.47%,빅토르
빅토르,리산드라,57.27%,빅토르
빅토르,르블랑,55.80%,빅토르
빅토르,요네,55.61%,빅토르
빅토르,라이즈,55.47%,빅토르
빅토르,이즈리얼,55.00%,빅토르
빅토르,제드,54.94%,빅토르
빅토르,야스오,54.82%,빅토르
빅토르,베이가,54.46%,빅토르
빅토르,탈론,54.36%,빅토르
빅토르,럼블,53.70%,빅토르
빅토르,피즈,53.57%,빅토르
빅토르,말자하,53.00%,빅토르
빅토르,신드라,52.85%,빅토르
빅토르,그라가스,52.08%,빅토르
빅토르,아지르,52.05%,빅토르
빅토르,카타리나,51.67%,빅토르
빅토르,오리아나,51.16%,빅토르
빅토르,카시오페아,50.93%,빅토르
빅토르,아리,50.58%,빅토르
빅토르,애니비아,50.00%,빅토르
빅토르,블라디미르,49.57%,빅토르
빅토르,아우렐리온 솔,49.45%,빅토르
빅토르,판테온,49.23%,빅토르
빅토르,사일러스,49.06%,빅토르
빅토르,이렐리아,48.92%,빅토르
빅토르,아크샨,48.60%,빅토르
빅토르,제라스,48.33%,빅토르
빅토르,럭스,47.06%,빅토르
빅토르,에코,46.91%,빅토르
빅토르,아칼리,46.71%,빅토르
빅토르,니코,46.53%,빅토르
빅토르,트위스티드 페이트,46.50%,빅토르
빅토르,키아나,46.48%,빅토르
빅토르,갈리오,45.10%,빅토르
빅토르,카사딘,45.07%,빅토르
빅토르,애니,44.44%,빅토르
빅토르,제이스,44.44%,빅토르
빅토르,나서스,44.12%,빅토르
빅토르,크산테,41.94%,빅토르
